judul,author,rating,num_of_rating,min_age,max_age,image_url,desc,user
Junie B. Jones Complete Kindergarten Collection: Books 1-17 with paper dolls in boxed set,Barbara Park,4.8,427.0,6,9,https://www.amazon.com/Junie-Jones-Complete-Kindergarten-Collection/dp/0385376944/ref=sr_1_1021?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1021,"“Hilarious. Barbara Park makes reading fun.” —Dav Pilkey, author of Dog Man Barbara Park’s #1 New York Times bestselling chapter book series, Junie B. Jones, has been keeping kids laughing—and reading—for more than twenty-five years. Over 65 million copies sold!Meet Junie B. Jones—the world’s funniest kindergartner! Now, for the first time ever, ALL 17 of the Junie B. Jones kindergarten adventures are available in one hilarious boxed set! Includes an EXCLUSIVE paper-doll bonus! Perfect for holiday, birthday, back to school, kindergarten graduation, and teacher gifts!  USA Today:“Junie B. is the darling of the young-reader set.” Publishers Weekly:“Park convinces beginning readers that Junie B.—and reading—are lots of fun.”  Kirkus Reviews:“Junie’s swarms of young fans will continue to delight in her unique take on the world. . . . A hilarious, first-rate read-aloud.”  Time:“Junie B. Jones is a feisty six-year-old with an endearing penchant for honesty.”",1
City of the Plague God (Rick Riordan Presents),Sarwat Chadda,4.7,50.0,8,12,https://www.amazon.com/City-Plague-Rick-Riordan-Presents/dp/1368051502/ref=sr_1_1022?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1022,"Best-selling author Rick Riordan presents CITY OF THE PLAGUE GOD, an adventure based on ancient Mesopotamian mythology written by Sarwat Chadda, author of the Ash Mistry series.An epic worthy of Gilgamesh. Chadda brings attention to the less well-recognized mythology of ancient Mesopotamia with engaging humor and wit.--Kirkus ReviewsThirteen-year-old Sik wants a simple life going to school and helping at his parents deli in the evenings. But all that is blown to smithereens when Nergal comes looking for him, thinking that Sik holds the secret to eternal life.Turns out Sik is immortal but doesnt know it, and thats about to get him and the entire city into deep, deep trouble.Siks not in this alone. Hes got Belet, the adopted daughter of Ishtar, the goddess of love and war, on his side, and a former hero named Gilgamesh, who has taken up gardening in Central Park. Now all they have to do is retrieve the Flower of Immortality to save Manhattan from being wiped out by disease. To succeed, theyll have to conquer sly demons, treacherous gods, and their own darkest nightmares.Featuring gods and goddesses, and importantly, Muslim heroes, this #OwnVoices tale eerily echoes our pandemic presents; but readers will find escape in the entertaining balance of an apocalyptic setting with irreverent humor.--School Library Journal",1
Emily Windsnap: Six Swishy Tails of Land and Sea,Liz Kessler,4.8,1.306,8,12,https://www.amazon.com/Emily-Windsnap-Swishy-Tails-Land/dp/0763692239/ref=sr_1_1023?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1023,"Dive into all six of Emily Windsnap’s magical adventures with this enchanting boxed set.Half-mermaid, half-human, and all magic, Emily Windsnap has had middle-grade readers under her spell for more than a decade. All six of her shimmering underwater adventures are now available in one beautiful collection of paperbacks with a bonus twelve-page friendship booklet for readers to share with their BFFs. Includes books 1 through 6, in paperback:The Tail of Emily WindsnapEmily Windsnap and the Monster from the DeepEmily Windsnap and the Castle in the MistEmily Windsnap and the Siren’s SecretEmily Windsnap and the Land of the Midnight SunEmily Windsnap and the Ship of Lost SoulsBonus! Best Friends with Emily Windsnap booklet",1
"Trials of Apollo, The 5-Book Hardcover Boxed Set",Rick Riordan,4.9,276.0,10,99,https://www.amazon.com/Trials-Apollo-5-Book-Hardcover-Boxed/dp/1484780639/ref=sr_1_1024?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1024,"All five books in the Trials of Apollo series in a hardcover boxed set of heroic proportions. Favorite Greek and Roman demigods return in a five-book adventure quest with a fresh twist: they’re helping Apollo regain his immortal status.A clash of mythic intrigues and centuries of pop culture to thrill die-hard and new fans alike.--Kirkus Reviews5 hardcovers in a specially designed slipcase#1 New York Times best-selling seriesRick Riordan is considered the storyteller of the gods because of his five #1 best-selling series based on mythologyA new take on Greek and Roman mythology from the point of view of a fallen godFast-paced, monster-filled quest adventures told with humor and heartBrings back beloved demigod characters from the Percy Jackson and Heroes of Olympus seriesConcludes the Percy Jackson sagaIntroduces new demigodsVillains are based on Roman emperorsFeatures a diverse cast with people from all kinds of backgrounds and lifestylesPerfect for middle schoolers but can be enjoyed by older readers, tooFrom The Hidden Oracle to the long awaited The Tower of Nero, this collection will thrill loyal readers and be a go-to gift for new fans of the bestselling series. ",1
"Algebra Essentials Practice Workbook with Answers: Linear & Quadratic Equations, Cross Multiplying, and Systems of Equations: Improve Your Math Fluency Series",Chris McMullen,4.4,1.894,0,0,https://www.amazon.com/Algebra-Essentials-Practice-Workbook-Answers/dp/1453661387/ref=sr_1_1025?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1025,"UPDATED EDITION: The new edition includes these updates:The updated edition numbers the questions and answers. This helps to easily find the correct answers in the back of the book.100% of the answers to the updated edition have been independently verified both by computer and by an international math whiz.AUTHOR: Chris McMullen earned his Ph.D. in physics from Oklahoma State University and currently teaches physics at Northwestern State University of Louisiana. He developed the Improve Your Math Fluency series of workbooks to help students become more fluent in basic math skills.CONTENTS: This Algebra Essentials Practice Workbook with Answers provides ample practice for developing fluency in very fundamental algebra skills - in particular, how to solve standard equations for one or more unknowns. These algebra 1 practice exercises are relevant for students of all levels - from grade 7 thru college algebra. This workbook is conveniently divided up into seven chapters so that students can focus on one algebraic method at a time. Skills include solving linear equations with a single unknown (with a separate chapter dedicated toward fractional coefficients), factoring quadratic equations, using the quadratic formula, cross multiplying, and solving systems of linear equations. Not intended to serve as a comprehensive review of algebra, this workbook is instead geared toward the most essential algebra skills. An introduction describes how parents and teachers can help students make the most of this workbook. Students are encouraged to time and score each page. In this way, they can try to have fun improving on their records, which can help lend them confidence in their math skills.PRACTICE: With no pictures, this workbook is geared strictly toward learning the material and developing fluency through practice.EXAMPLES: Each section begins with a few pages of instructions for how to solve the equations followed by a few examples. These examples should serve as a useful guide until students are able to solve the problems independently.ANSWERS: Answers to 100% of the exercises are tabulated at the back of the book. This helps students develop confidence and ensures that students practice correct techniques, rather than practice making mistakes. All answers from the updated edition have been verified both by computer and independently by an international math whiz.PHOTOCOPIES: The copyright notice permits parents/teachers who purchase one copy or borrow one copy from a library to make photocopies for their own children/students only. This is very convenient if you have multiple children/students or if a child/student needs additional practice.NOTE: The answer key uses standard form. Fractions are expressed as reduced fractions, denominators are rationalized, and perfect squares are factored out of square roots. For example, if you receive an answer of 1 over root 8, the answer key will instead show root 2 over 4; both answers are the same, but the answer key uses standard form.",1
The Berenstain Bears' Big Book of Science and Nature (Dover Children's Science Books),Stan Berenstain,4.8,634.0,4,8,https://www.amazon.com/Berenstain-Bears-Science-Nature-Childrens/dp/0486498344/ref=sr_1_1026?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1026,"Discover fun facts about the natural world in the company of the Berenstain Bears and their friend, Professor Actual Factual, the foremost bear scientist of his time! This treasury of knowledge includes a complete almanac of the seasons and intriguing information about animals, plants, insects, and fish — plus fun for the whole family with simple science projects. Three big adventures begin with The Berenstain Bears Almanac, presenting a year in Bear Country thats brimming with holiday celebrations, changes in the weather, and signs of the seasons. The Berenstain Bears Nature Guide takes a leisurely stroll through the woods as well as an underwater excursion for close-ups of the plant and animal kingdoms. At The Berenstain Bears Science Fair, discover a variety of machines and how they work with plenty of projects, experiments, and interesting things to learn, make, and do.",1
Millions of Cats (Gift Edition) (Picture Puffin Books),Wanda Gág,4.8,657.0,2,5,https://www.amazon.com/Millions-Cats-Picture-Puffin-Books/dp/0142407089/ref=sr_1_1027?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1027,"An American classic with a refrain that millions of kids love to chant: Hundreds of cats, thousands of cats, millions and billions and trillions of cats.Once upon a time there was an old man and an old woman who were very lonely. They decided to get a cat, but when the old man went out searching, he found not one cat, but millions and billions and trillions of cats! Unable to decide which one would be the best pet, he brought them all home. How the old couple came to have just one cat to call their own is a classic tale that has been loved for generations. Winner of a Newbery Honor, this collectors edition—featuring a heavy interior stock, spot gloss and embossing on the cover, and a thread-sewn binding—will bring this beloved tale to a whole new generation of readers.",1
How to Catch an Elf,Adam Wallace,4.7,3.0860000000000003,4,8,https://www.amazon.com/How-Catch-Elf-Adam-Wallace/dp/1492646318/ref=sr_1_1028?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1028,"A New York Times and USA Today Bestseller!With delightful rhymes, How to Catch an Elf slots itself into place along such classics as The Night Before Christmas.―Foreword ReviewsYouve been waiting all year long, and now its finally Christmas Eve! Is this the year youll finally catch an elf? Start a new Christmas tradition with this hilarious childrens book from the creators of the New York Times best-seller How to Catch a Leprechaun!Its Christmas Eve! Hip hip, hooray!Yes, Santas coming round.Hes bringing toys to girls and boysin every house in town.Some kids have tried to catch him,but Santas fast, you see!So theyve set their eyes on a smaller prize,and now theyre after me!",1
"Let's Go for a Drive! (An Elephant and Piggie Book) (An Elephant and Piggie Book, 18)",Mo Willems,4.9,2.768,3,5,https://www.amazon.com/Lets-Drive-Elephant-Piggie-Book/dp/1423164822/ref=sr_1_1029?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1029,Gerald is careful. Piggie is not.Piggie cannot help smiling. Gerald can.Gerald worries so that Piggie does not have to.Gerald and Piggie are best friends.In Lets Go for a Drive! Gerald and Piggie want to hit the road! But the best-laid plans of pigs and elephants often go awry.,1
The Golden Girls Mad Libs,Francesco Sedita,4.7,2.155,8,12,https://www.amazon.com/Golden-Girls-Mad-Libs/dp/0451534034/ref=sr_1_1030?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1030,"Finally! A Mad Libs for fans of the Golden Girls! Thank you for being a NOUN! Golden Girls fans will love to relive all their favorite memories with Blanche, Dorothy, Sophia, and Rose by filling in the blanks of the 21 stories inside this book.",1
The Stars Beneath Our Feet,David Barclay Moore,4.7,1.493,10,99,https://www.amazon.com/Stars-Beneath-Our-Feet/dp/1524701270/ref=sr_1_1031?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1031,"The right story at the right time. . . . It’s not just a narrative; it’s an experience. It’s the novel we’ve been waiting for. —The New York Times A boy tries to steer a safe path through the projects in Harlem in the wake of his brother’s death in this outstanding debut novel that celebrates community and creativity.  ** WINNER OF THE CORETTA SCOTT KING–JOHN STEPTOE AWARD FOR NEW TALENT! **MICHAEL B. JORDAN TO DIRECT MOVIE ADAPTATION!SIX STARRED REVIEWS!  It’s Christmas Eve in Harlem, but twelve-year-old Lolly Rachpaul and his mom aren’t celebrating. They’re still reeling from his older brother’s death in a gang-related shooting just a few months earlier. Then Lolly’s mother’s girlfriend brings him a gift that will change everything: two enormous bags filled with Legos. Lolly’s always loved Legos, and he prides himself on following the kit instructions exactly. Now, faced with a pile of building blocks and no instructions, Lolly must find his own way forward.   His path isn’t clear—and the pressure to join a “crew,” as his brother did, is always there. When Lolly and his friend are beaten up and robbed, joining a crew almost seems like the safe choice. But building a fantastical Lego city at the community center provides Lolly with an escape—and an unexpected bridge back to the world.    David Barclay Moore paints a powerful portrait of a boy teetering on the edge—of adolescence, of grief, of violence—and shows how Lolly’s inventive spirit helps him build a life with firm foundations and open doors.   MORE PRAISE FOR THE STARS BENEATH OUR FEET:A New York Times Notable BookA Time Top 10 Childrens Books of the YearA Boston Globe Best Childrens Book of the YearA Publishers Weekly Best Book of the YearA Kirkus Reviews Best Childrens Book of the YearA Shelf Awareness Best Childrens Book of the YearAn ALA-YALSA Quick PickAn ALA-ALSC Notable Childrens Book “A fast and furious read in which we meet some amazing people, people that stay with us. David Barclay Moore is an exciting new voice. We definitely haven’t heard the last of his brilliance.” —Jacqueline Woodson, Newbery Honor and National Book Award–winning of Brown Girl Dreaming  “The Stars Beneath Our Feet is about the weight of the world on the back of a child, and the creative tools necessary to alleviate that pressure. I found myself rooting for Lolly, and you will too.” —Jason Reynolds, Coretta Scott King Honor Award Winner for As Brave As You",1
